home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Fortaleza EC,SE Palmeiras,1,0,20 de novembro de 2021 19:00,Castelão,18.139,Ramon Abatti,"[{""player"": ""David Corr\u00eaa da Fonseca"", ""minute"": ""5'""}, {""player"": ""Marcelo da Concei\u00e7\u00e3o Benevenuto Malaquias"", ""minute"": ""13'""}, {""player"": ""Matheus Isa\u00edas dos Santos"", ""minute"": ""50'""}]",[],"[{""player"": ""Robson dos Santos Fernandes"", ""minute"": ""38'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jos\u00e9 Rafael Vivian"", ""minute"": ""45+3'""}, {""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""90+2'""}, {""player"": ""Abel Ferreira"", ""minute"": ""90+6'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e3ijrsfmchw5vmlbnyp82zkt0
Chapecoense AF,Grêmio FB Porto Alegrense,1,3,20 de novembro de 2021 19:00,Arena Condá,2.830,Rodolpho Toski Marques,"[{""player"": ""Anderson Leite Morais"", ""minute"": ""26'""}]",[],"[{""player"": ""Bruno Cort\u00eas Barbosa"", ""minute"": ""76'"", ""cont"": 1, ""penal"": 0}]","[{""player"": ""Bruno Cort\u00eas Barbosa"", ""minute"": ""82'""}]",[],"[{""player"": ""Lucas Silva Borges"", ""minute"": ""36'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Thiago dos Santos"", ""minute"": ""60'"", ""cont"": 0, ""penal"": 0}, {""player"": ""La\u00e9rcio Sold\u00e1"", ""minute"": ""80'"", ""cont"": 1, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e3r17sigl6ydwl5dwyzan340k
Clube Atlético Mineiro,EC Juventude,2,0,20 de novembro de 2021 19:00,Mineirão,61.476,Luiz Flávio de Oliveira,"[{""player"": ""Mariano Ferreira Filho"", ""minute"": ""44'""}]",[],"[{""player"": ""Givanildo Vieira de Souza"", ""minute"": ""72'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""76'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""J\u00e1dson Alves dos Santos"", ""minute"": ""45+1'""}, {""player"": ""Dawhan Fran Urano Da Purifica\u00e7\u00e3o Oliveira"", ""minute"": ""79'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e3airqenq749vktdpp9boi0b8
SC do Recife,EC Bahia,1,0,18 de novembro de 2021 21:00,Itaipava Arena Pernambuco,8.096,Flavio Rodrigues De Souza,"[{""player"": ""Marcos Ant\u00f4nio Almeida Silva"", ""minute"": ""87'""}]",[],"[{""player"": ""Paulo Roberto Moccelin"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Gilberto Oliveira Souza J\u00fanior"", ""minute"": ""49'""}, {""player"": ""Juan Pablo Ram\u00edrez Vel\u00e1squez"", ""minute"": ""85'""}, {""player"": ""Edson Fernando da Silva Gomes"", ""minute"": ""90+4'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2qompkk5yqyzdp9obiq6g3ys
CR Flamengo,SC Corinthians Paulista,1,0,17 de novembro de 2021 21:30,Estádio Jornalista Mário Filho (Maracanã),49.981,Anderson Daronco,"[{""player"": ""Vitor Gabriel Claudino Rego Ferreira"", ""minute"": ""40'""}]",[],"[{""player"": ""Bruno Henrique Pinto"", ""minute"": ""90+4'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Gabriel Pereira dos Santos"", ""minute"": ""23'""}, {""player"": ""Jo\u00e3o Victor da Silva Marcelino"", ""minute"": ""40'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e28zlsdwhyysdcihcd7adx0k4
SE Palmeiras,São Paulo FC,0,2,17 de novembro de 2021 20:30,Allianz Parque,35.570,Marcelo de Lima Henrique,"[{""player"": ""Patrick de Paula Carreiro"", ""minute"": ""42'""}]",[],[],"[{""player"": ""Vitor Frezarin Bueno"", ""minute"": ""57'""}, {""player"": ""\u00c9der Citadin Martins"", ""minute"": ""82'""}]",[],"[{""player"": ""Gabriel Davi Gomes Sara"", ""minute"": ""24'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2bug2795cw3xudhlwl3w0kyc
EC Juventude,Fluminense FC,1,0,17 de novembro de 2021 20:30,Alfredo Jaconi,2.064,Ricardo Marques Ribeiro,"[{""player"": ""Guilherme Castilho Carvalho"", ""minute"": ""73'""}, {""player"": ""Jo\u00e3o Victor da Vit\u00f3ria Fernandes"", ""minute"": ""82'""}]",[],"[{""player"": ""Vitor Mendes Alves"", ""minute"": ""18'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Lucca Borges de Brito"", ""minute"": ""45+2'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2wjsq8q1u3yldfamkyuomy38
Fortaleza EC,Ceará SC,0,4,17 de novembro de 2021 20:00,Castelão,28.037,Raphael Claus,"[{""player"": ""Marcelo da Concei\u00e7\u00e3o Benevenuto Malaquias"", ""minute"": ""90+1'""}]",[],[],"[{""player"": ""F\u00e1bio Gon\u00e7alves"", ""minute"": ""66'""}, {""player"": ""Jo\u00e3o Ricardo Riedi"", ""minute"": ""66'""}, {""player"": ""Gabriel Dias de Oliveira"", ""minute"": ""69'""}, {""player"": ""John Steven Mendoza Valencia"", ""minute"": ""80'""}]",[],"[{""player"": ""Vin\u00edcius Moreira de Lima"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vin\u00edcius Goes Barbosa de Souza"", ""minute"": ""45+2'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vin\u00edcius Goes Barbosa de Souza"", ""minute"": ""86'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Yony Alexander Gonz\u00e1lez Copete"", ""minute"": ""90+3'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2ny6e1s2fdlwxgp196zui2ac
Santos FC Sao Paulo,Chapecoense AF,2,0,17 de novembro de 2021 19:00,Vila Belmiro,11.574,Paulo Cesar Zanovelli da Silva,"[{""player"": ""\u00c2ngelo Gabriel Borges Damaceno"", ""minute"": ""45+5'""}]",[],"[{""player"": ""M\u00e1rio S\u00e9rgio Santos Costa"", ""minute"": ""27'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Marcos Guilherme de Almeida Santos Matos"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Anderson Jordan da Silva Cordeiro"", ""minute"": ""24'""}, {""player"": ""Gabriel Dal To\u00e9 Busanello"", ""minute"": ""28'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2er0rfpj0ge78o94yxn6uhhw
Cuiabá EC,SC Internacional,1,0,17 de novembro de 2021 19:00,Arena Pantanal,7.750,Paulo Roberto Alves Júnior,"[{""player"": ""Elton Rodrigues Brand\u00e3o"", ""minute"": ""70'""}, {""player"": ""Clayson Henrique da Silva Vieira"", ""minute"": ""79'""}, {""player"": ""Yuri Oliveira Lima"", ""minute"": ""89'""}, {""player"": ""Anderson Concei\u00e7\u00e3o Benedito"", ""minute"": ""90+1'""}]",[],"[{""player"": ""Elton Rodrigues Brand\u00e3o"", ""minute"": ""69'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Paulo Victor de Almeida Barbosa"", ""minute"": ""35'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2zb2vnh12hsp2qf1wlap7hn8
América FC (Minas Gerais),Atlético Goianiense,0,0,17 de novembro de 2021 19:00,Estádio Raimundo Sampaio,2.955,Leandro Pedro Vuaden,"[{""player"": ""Paulo Roberto Valoura J\u00fanior"", ""minute"": ""68'""}]",[],[],"[{""player"": ""Igor Aquino da Silva"", ""minute"": ""46'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2i3jmttyfu9ttjqv73f1nbbo
Grêmio FB Porto Alegrense,Red Bull Bragantino,3,0,16 de novembro de 2021 18:00,Arena do Grêmio,No data,Caio Max Augusto Vieira,[],[],"[{""player"": ""Diego de Souza Andrade"", ""minute"": ""5'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Lucas Silva Borges"", ""minute"": ""34'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jhonata Robert Alves da Silva"", ""minute"": ""38'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""J\u00falio C\u00e9sar de Souza Santos"", ""minute"": ""34'""}, {""player"": ""Natan Bernardo de Souza"", ""minute"": ""90+4'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2l52yswjjwkrsebjje3z0avo
Club Athletico Paranaense,Clube Atlético Mineiro,0,1,16 de novembro de 2021 16:00,Arena da Baixada,6.233,Sávio Pereira Sampaio,"[{""player"": ""Carlos Eduardo Ferreira de Souza"", ""minute"": ""41'""}]",[],[],"[{""player"": ""Diego da Silva Costa"", ""minute"": ""38'""}, {""player"": ""Jair Rodrigues J\u00fanior"", ""minute"": ""41'""}]",[],"[{""player"": ""Federico Mat\u00edas Zaracho"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e2tprqwccoblz5gzeaypg74es
Chapecoense AF,EC Juventude,0,2,14 de novembro de 2021 19:00,Arena Condá,1.616,Alisson Sidnei Furtado,"[{""player"": ""Matheus Antunes Ribeiro"", ""minute"": ""22'""}, {""player"": ""Ign\u00e1cio da Silva Oliveira"", ""minute"": ""88'""}, {""player"": ""Mike dos Santos Nenatarvicius"", ""minute"": ""90+1'""}]",[],[],"[{""player"": ""Marcos Vinicios Lopes Moura"", ""minute"": ""20'""}, {""player"": ""Dawhan Fran Urano Da Purifica\u00e7\u00e3o Oliveira"", ""minute"": ""55'""}, {""player"": ""Michel Macedo Rocha Machado"", ""minute"": ""80'""}]",[],"[{""player"": ""Guilherme Castilho Carvalho"", ""minute"": ""2'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Vitor Mendes Alves"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e238hfhasfho6txruhxtspo2c
Ceará SC,SC do Recife,2,1,14 de novembro de 2021 19:00,Castelão,20.362,Marcelo de Lima Henrique,"[{""player"": ""Jael Ferreira Vieira"", ""minute"": ""28'""}]",[],"[{""player"": ""Vin\u00edcius Goes Barbosa de Souza"", ""minute"": ""9'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Marlon Adriano Prezotti"", ""minute"": ""80'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Carlos Eduardo Soares Mota"", ""minute"": ""26'""}, {""player"": ""Rafael Thyere de Albuquerque Marques"", ""minute"": ""29'""}]",[],"[{""player"": ""Mikael Filipe Viana de Sousa"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e1v04mo5jgwdbcc9s7q1wx72s
Fluminense FC,SE Palmeiras,2,1,14 de novembro de 2021 18:15,Estádio Jornalista Mário Filho (Maracanã),7.969,Caio Max Augusto Vieira,"[{""player"": ""Frederico Chaves Guedes"", ""minute"": ""45+2'""}, {""player"": ""Marc\u00e3o"", ""minute"": ""60'""}, {""player"": ""Samuel Xavier Brito"", ""minute"": ""90+4'""}, {""player"": ""Gabriel Teixeira Arag\u00e3o"", ""minute"": ""90+6'""}, {""player"": ""David Braz de Oliveira Filho"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Yago Felipe da Costa Rocha"", ""minute"": ""46'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Yago Felipe da Costa Rocha"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Victor Lu\u00eds Chuab Zamblauskas"", ""minute"": ""36'""}, {""player"": ""Eduardo Pereira Rodrigues"", ""minute"": ""45+4'""}, {""player"": ""Felipe Melo de Carvalho"", ""minute"": ""60'""}, {""player"": ""Luan Garcia Teixeira"", ""minute"": ""67'""}, {""player"": ""Weverton Pereira da Silva"", ""minute"": ""90+4'""}, {""player"": ""Deyverson Brum Silva Acosta"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Eduardo Pereira Rodrigues"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Frederico Chaves Guedes"", ""minute"": ""90+7'""}]","[{""player"": ""Eduardo Pereira Rodrigues"", ""minute"": ""90+4'""}, {""player"": ""Deyverson Brum Silva Acosta"", ""minute"": ""90+7'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e1f0nfpbvlpu3w78aqelgyyac
São Paulo FC,CR Flamengo,0,4,14 de novembro de 2021 16:00,Morumbi,47.855,Leandro Pedro Vuaden,"[{""player"": ""Shaylon Kallyson Cardozo"", ""minute"": ""87'""}]","[{""player"": ""Jonathan Calleri"", ""minute"": ""10'""}]",[],"[{""player"": ""Matheus Fran\u00e7a Silva"", ""minute"": ""22'""}]",[],"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""1'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Bruno Henrique Pinto"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Michael Richard Delgado de Oliveira"", ""minute"": ""42'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Michael Richard Delgado de Oliveira"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e1kmffpfjk3bbr0d953xl9tec
SC Corinthians Paulista,Cuiabá EC,3,2,13 de novembro de 2021 21:00,Neo Química Arena,38.474,Rodolpho Toski Marques,"[{""player"": ""Gustavo Henric da Silva"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Giuliano Victor de Paula"", ""minute"": ""3'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Renato Soares de Oliveira Augusto"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}, {""player"": ""R\u00f3ger Krug Guedes"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jo\u00e3o Lucas de Almeida Carvalho"", ""minute"": ""71'""}]",[],"[{""player"": ""Jo\u00e3o Pedro Vilardi Pinto"", ""minute"": ""45+2'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e1hr2f04xwt08uccb218ol250
SC Internacional,Club Athletico Paranaense,2,1,13 de novembro de 2021 19:00,Beira-Rio,8.623,Ramon Abatti,"[{""player"": ""Bruno M\u00e9ndez Cittadini"", ""minute"": ""24'""}, {""player"": ""Rodrigo Oliveira Lindoso"", ""minute"": ""41'""}, {""player"": ""Carlos Alonso Enrique Palacios N\u00fa\u00f1ez"", ""minute"": ""77'""}, {""player"": ""V\u00edctor Leandro Cuesta"", ""minute"": ""79'""}, {""player"": ""Mois\u00e9s Roberto Barbosa"", ""minute"": ""79'""}, {""player"": ""Maur\u00edcio Magalh\u00e3es Prado"", ""minute"": ""84'""}, {""player"": ""Rodrigo Dourado Cunha"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Eden\u00edlson Andrade dos Santos"", ""minute"": ""40'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Eden\u00edlson Andrade dos Santos"", ""minute"": ""65'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""M\u00e1rcio Almeida de Oliveira"", ""minute"": ""27'""}, {""player"": ""Thiago Heleno Henrique Ferreira"", ""minute"": ""72'""}, {""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""84'""}]",[],"[{""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e1q73rexh9tz4de974i04bf9w
